RecordNumber,Zipcode,City,State
46815,92867,ORANGE,CA
46816,92867,VILLA PARK,CA
46817,92868,ORANGE,CA
46818,92869,ORANGE,CA
46819,90723,PARAMOUNT,CA
46820,90660,PICO RIVERA,CA
46821,90661,PICO RIVERA,CA
46822,90662,PICO RIVERA,CA
46823,92870,PLACENTIA,CA
46824,92871,PLACENTIA,CA
46825,91765,DIAMOND BAR,CA
46826,91765,POMONA,CA
46827,91766,POMONA,CA
46828,91766,PHILLIPS RANCH,CA
46829,91766,PHILLIPS RNCH,CA
46830,91767,POMONA,CA
46831,91768,POMONA,CA
46832,91769,POMONA,CA
46833,91701,RANCHO CUCAMONGA,CA
46834,91701,ALTA LOMA,CA
46835,91701,RCH CUCAMONGA,CA
46836,91729,RANCHO CUCAMONGA,CA
46837,91729,RCH CUCAMONGA,CA
46838,91729,CUCAMONGA,CA
46839,91730,RANCHO CUCAMONGA,CA
46840,91730,RCH CUCAMONGA,CA
46841,91730,CUCAMONGA,CA
46842,91737,RANCHO CUCAMONGA,CA
46843,91737,ALTA LOMA,CA
46844,91737,RCH CUCAMONGA,CA
46845,91739,RANCHO CUCAMONGA,CA
46846,91739,ETIWANDA,CA
46847,91739,RCH CUCAMONGA,CA
46848,91770,ROSEMEAD,CA
46849,91771,ROSEMEAD,CA
46850,91771,SO CAL EDISON CO,CA
46851,91772,ROSEMEAD,CA
46852,91772,SO CAL EDISON CO,CA
46853,92672,SAN CLEMENTE,CA
46854,92673,SAN CLEMENTE,CA
46855,92674,SAN CLEMENTE,CA
46856,91773,SAN DIMAS,CA
46857,91775,SAN GABRIEL,CA
46858,91776,SAN GABRIEL,CA
46859,91778,SAN GABRIEL,CA
46860,92675,SAN JUAN CAPISTRANO,CA
46861,92675,MISSION VIEJO,CA
46862,92675,SAN JUAN CAPO,CA
46863,92690,MISSION VIEJO,CA
46864,92690,SAN JUAN CAPISTRANO,CA
46865,92690,SAN JUAN CAPO,CA
46866,92691,MISSION VIEJO,CA
46867,92691,SAN JUAN CAPISTRANO,CA
46868,92691,SAN JUAN CAPO,CA
46869,92692,MISSION VIEJO,CA
46870,92692,SAN JUAN CAPISTRANO,CA
46871,92692,SAN JUAN CAPO,CA
46872,92693,SAN JUAN CAPISTRANO,CA
46873,92693,SAN JUAN CAPO,CA
46874,92694,LADERA RANCH,CA
46875,92694,MISSION VIEJO,CA
46876,92694,SAN JUAN CAPISTRANO,CA
46877,90731,SAN PEDRO,CA
46878,90731,FORT MACARTHUR,CA
46879,90731,FT MACARTHUR,CA
46880,90731,TERMINAL ISLAND,CA
46881,90732,SAN PEDRO,CA
46882,90733,SAN PEDRO,CA
46883,90734,SAN PEDRO,CA
46884,92701,SANTA ANA,CA
46885,92702,SANTA ANA,CA
46886,92703,SANTA ANA,CA
46887,92703,BRISTOL,CA
46888,92704,SANTA ANA,CA
46889,92704,DIAMOND,CA
46890,92705,SANTA ANA,CA
46891,92705,COWAN HEIGHTS,CA
46892,92705,NORTH TUSTIN,CA
46893,92706,SANTA ANA,CA
46894,92706,KING,CA
46895,92707,SANTA ANA,CA
46896,92707,SOUTH MAIN,CA
46897,92708,FOUNTAIN VALLEY,CA
46898,92708,FOUNTAIN VLY,CA
46899,92708,SANTA ANA,CA
46900,92711,SANTA ANA,CA
46901,92712,SANTA ANA,CA
46902,92725,SANTA ANA,CA
46903,92725,BANK OF AMERICA,CA
46904,92728,FOUNTAIN VALLEY,CA
46905,92728,FOUNTAIN VLY,CA
46906,92728,SANTA ANA,CA
46907,92735,SANTA ANA,CA
46908,92799,SANTA ANA,CA
46909,90670,SANTA FE SPRINGS,CA
46910,90670,SANTA FE SPGS,CA
46911,90671,SANTA FE SPRINGS,CA
46912,90671,SANTA FE SPGS,CA
46913,90740,SEAL BEACH,CA
46914,92676,SILVERADO,CA
46915,92676,MODJESKA,CA
46916,92676,MODJESKA CANYON,CA
46917,90680,STANTON,CA
46918,90742,SUNSET BEACH,CA
46919,90743,SURFSIDE,CA
46920,91780,TEMPLE CITY,CA
46921,90501,TORRANCE,CA
46922,90502,TORRANCE,CA
46923,90503,TORRANCE,CA
46924,90504,TORRANCE,CA
46925,90505,TORRANCE,CA
46926,90506,TORRANCE,CA
46927,90507,TORRANCE,CA
46928,90508,TORRANCE,CA
46929,90509,TORRANCE,CA
46930,90510,TORRANCE,CA
46931,92610,FOOTHILL RANCH,CA
46932,92610,EL TORO,CA
46933,92610,FOOTHILL RNCH,CA
46934,92610,LAKE FOREST,CA
46935,92678,TRABUCO CANYON,CA
46936,92678,TRABUCO CYN,CA
46937,92679,TRABUCO CANYON,CA
46938,92679,COTO DE CAZA,CA
46939,92679,DOVE CANYON,CA
46940,92679,PORTOLA HILLS,CA
46941,92679,ROBINSON RANCH,CA
46942,92679,ROBINSON RNCH,CA
46943,92679,TRABUCO,CA
46944,92679,TRABUCO CYN,CA
46945,92688,RANCHO SANTA MARGARITA,CA
46946,92688,RANCHO STA MARG,CA
46947,92688,RCHO STA MARG,CA
46948,92688,RSM,CA
46949,92688,TRABUCO CANYON,CA
46950,92780,TUSTIN,CA
46951,92781,TUSTIN,CA
46952,92782,TUSTIN,CA
46953,91784,UPLAND,CA
46954,91785,UPLAND,CA
46955,91786,UPLAND,CA
46956,91788,WALNUT,CA
46957,91789,WALNUT,CA
46958,91789,CITY INDUSTRY,CA
46959,91789,CITY OF INDUSTRY,CA
46960,91789,DIAMOND BAR,CA
46961,91795,WALNUT,CA
46962,91795,FEDERAL HOME LOAN BANK,CA
46963,91790,WEST COVINA,CA
46964,91791,WEST COVINA,CA
46965,91792,WEST COVINA,CA
46966,91793,WEST COVINA,CA
46967,92655,MIDWAY CITY,CA
46968,92683,WESTMINSTER,CA
46969,92684,WESTMINSTER,CA
46970,92685,WESTMINSTER,CA
46971,90601,WHITTIER,CA
46972,90601,CITY INDUSTRY,CA
46973,90601,CITY OF INDUSTRY,CA
46974,90601,PICO RIVERA,CA
46975,90602,WHITTIER,CA
46976,90603,WHITTIER,CA
46977,90604,WHITTIER,CA
46978,90605,WHITTIER,CA
46979,90605,SANTA FE SPRINGS,CA
46980,90606,WHITTIER,CA
46981,90606,LOS NIETOS,CA
46982,90607,WHITTIER,CA
46983,90608,WHITTIER,CA
46984,90609,WHITTIER,CA
46985,90610,WHITTIER,CA
46986,90610,LOS NIETOS,CA
46987,90744,WILMINGTON,CA
46988,90748,WILMINGTON,CA
46989,92885,YORBA LINDA,CA
46990,92886,YORBA LINDA,CA
46991,92887,YORBA LINDA,CA
46992,95410,ALBION,CA
46993,95511,ALDERPOINT,CA
46994,95412,ANNAPOLIS,CA
46995,95518,ARCATA,CA
46996,95519,MCKINLEYVILLE,CA
46997,95521,ARCATA,CA
46998,95521,MC KINLEYVILLE,CA
46999,95521,MCKINLEYVILLE,CA
47000,95521,MANILA,CA
47001,95524,BAYSIDE,CA
47002,94002,BELMONT,CA
47003,94920,BELVEDERE TIBURON,CA
47004,94920,BEL TIBURON,CA
47005,94920,BELVEDERE,CA
47006,94920,TIBURON,CA
47007,95514,BLOCKSBURG,CA
47008,95525,BLUE LAKE,CA
47009,94922,BODEGA,CA
47010,94923,BODEGA BAY,CA
47011,94923,SALMON CREEK,CA
47012,94924,BOLINAS,CA
47013,95415,BOONVILLE,CA
47014,95416,BOYES HOT SPRINGS,CA
47015,95416,BOYES HOT SPG,CA
47016,95416,B H SPRINGS,CA
47017,95416,BOYES SPRINGS,CA
47018,95416,FETTERS HOT SPRINGS,CA
47019,95526,BRIDGEVILLE,CA
47020,95526,MAD RIVER,CA
47021,95526,RUTH,CA
47022,94005,BRISBANE,CA
47023,94010,BURLINGAME,CA
47024,94010,HILLSBOROUGH,CA
47025,94011,BURLINGAME,CA
47026,95527,BURNT RANCH,CA
47027,95419,CAMP MEEKER,CA
47028,95528,CARLOTTA,CA
47029,95421,CAZADERO,CA
47030,95422,CLEARLAKE,CA
47031,95423,CLEARLAKE OAKS,CA
47032,95423,CLEARLAKE OKS,CA
47033,95423,SULPHUR BANK RANCHERIA,CA
47034,95424,CLEARLAKE PARK,CA
47035,95424,CLEARLAKE PK,CA
47036,95425,CLOVERDALE,CA
47037,95425,ASTI,CA
47038,95425,THE GEYSERS,CA
47039,95426,COBB,CA
47040,95427,COMPTCHE,CA
47041,95427,KEENE SUMMIT,CA
47042,94925,CORTE MADERA,CA
47043,94976,CORTE MADERA,CA
47044,94926,ROHNERT PARK,CA
47045,94926,COTATI,CA
47046,94926,STATE FARM INSURANCE,CA
47047,94927,ROHNERT PARK,CA
47048,94927,COTATI,CA
47049,94928,ROHNERT PARK,CA
47050,94928,COTATI,CA
47051,94931,COTATI,CA
47052,95428,COVELO,CA
47053,95531,CRESCENT CITY,CA
47054,95531,NORTHCREST,CA
47055,95532,CRESCENT CITY,CA
47056,95532,PELICAN BAY STATE PRISON,CA
47057,95538,FORT DICK,CA
47058,95538,CRESCENT CITY,CA
47059,94014,DALY CITY,CA
47060,94014,COLMA,CA
47061,94015,DALY CITY,CA
47062,94015,BROADMOOR VLG,CA
47063,94016,DALY CITY,CA
47064,94017,DALY CITY,CA
47065,94929,DILLON BEACH,CA
47066,95430,DUNCANS MILLS,CA
47067,95431,ELDRIDGE,CA
47068,94018,EL GRANADA,CA
47069,95432,ELK,CA
47070,95433,EL VERANO,CA
47071,95501,EUREKA,CA
47072,95501,CUTTEN,CA
47073,95502,EUREKA,CA
47074,95503,EUREKA,CA
47075,95534,CUTTEN,CA
47076,95534,EUREKA,CA
47077,94930,FAIRFAX,CA
47078,94978,FAIRFAX,CA
47079,95536,FERNDALE,CA
47080,95537,FIELDS LANDING,CA
47081,95537,FIELDS LDG,CA
47082,95435,FINLEY,CA
47083,94933,FOREST KNOLLS,CA
47084,95436,FORESTVILLE,CA
47085,95420,CASPAR,CA
47086,95437,FORT BRAGG,CA
47087,95437,CLEONE,CA
47088,95437,INGLENOOK,CA
47089,95437,NOYO,CA
47090,95437,PUDDING CREEK,CA
47091,95437,REDWOOD LODGE,CA
47092,95437,SHERWOOD VALLEY RANCHERIA,CA
47093,95488,WESTPORT,CA
47094,95488,FORT BRAGG,CA
47095,95488,ROCKPORT,CA
47096,95540,FORTUNA,CA
47097,95439,FULTON,CA
47098,95542,GARBERVILLE,CA
47099,95543,GASQUET,CA
47100,95441,GEYSERVILLE,CA
47101,95442,GLEN ELLEN,CA
47102,95443,GLENHAVEN,CA
47103,95444,GRATON,CA
47104,95445,GUALALA,CA
47105,95445,ANCHOR BAY,CA
47106,95445,THE SEA RANCH,CA
47107,95497,THE SEA RANCH,CA
47108,95446,GUERNEVILLE,CA
47109,95446,GUERNEWOOD,CA
47110,95471,RIO NIDO,CA
47111,94019,HALF MOON BAY,CA
47112,94019,PRINCETON BY THE SEA,CA
47113,95448,HEALDSBURG,CA
47114,95545,HONEYDEW,CA
47115,95546,HOOPA,CA
47116,95546,HOOPA VALLEY INDIAN RESERVAT,CA
47117,95546,RESIGHINI RANCHERIA,CA
47118,95546,WEITCHPEC,CA
47119,95449,HOPLAND,CA
47120,95547,HYDESVILLE,CA
47121,94937,INVERNESS,CA
47122,95450,JENNER,CA
47123,95450,FORT ROSS,CA
47124,95451,KELSEYVILLE,CA
47125,95452,KENWOOD,CA
47126,95548,KLAMATH,CA
47127,95549,KNEELAND,CA
47128,95550,KORBEL,CA
47129,94938,LAGUNITAS,CA
47130,94020,LA HONDA,CA
47131,95453,LAKEPORT,CA
47132,94939,LARKSPUR,CA
47133,94977,LARKSPUR,CA
47134,95417,BRANSCOMB,CA
47135,95417,LAYTONVILLE,CA
47136,95454,LAYTONVILLE,CA
47137,95454,LAYTONVILLE RANCHERIA,CA
47138,95585,LEGGETT,CA
47139,95456,LITTLE RIVER,CA
47140,95456,LITTLERIVER,CA
47141,95551,LOLETA,CA
47142,94021,LOMA MAR,CA
47143,94022,LOS ALTOS,CA
47144,94022,LOS ALTOS HILLS,CA
47145,94023,LOS ALTOS,CA
47146,94024,LOS ALTOS,CA
47147,94024,LOS ALTOS HILLS,CA
47148,95457,LOWER LAKE,CA
47149,95458,LUCERNE,CA
47150,95552,MAD RIVER,CA
47151,95459,MANCHESTER,CA
47152,95459,MANCHESTER RANCHERIA,CA
47153,94940,MARSHALL,CA
47154,95460,MENDOCINO,CA
47155,94025,MENLO PARK,CA
47156,94025,W MENLO PARK,CA
47157,94025,WEST MENLO PARK,CA
47158,94026,MENLO PARK,CA
47159,94026,WEST MENLO PARK,CA
47160,94027,ATHERTON,CA
47161,94027,MENLO PARK,CA
47162,94028,PORTOLA VALLEY,CA
47163,94028,MENLO PARK,CA
47164,94028,PORTOLA VALLY,CA
47165,94028,MENLO PK,CA
47166,95461,MIDDLETOWN,CA
47167,95461,LOCH LOMOND,CA
47168,95461,ANDERSON SPRINGS,CA
47169,95467,HIDDEN VALLEY LAKE,CA
47170,95467,HIDDEN VL LK,CA
47171,94030,MILLBRAE,CA
47172,94941,MILL VALLEY,CA
47173,94941,MUIR WOODS,CA
47174,94941,STRAWBERRY POINT,CA
47175,94941,TAMALPAIS VALLEY,CA
47176,94942,MILL VALLEY,CA
47177,95553,MIRANDA,CA
47178,94037,MONTARA,CA
47179,95462,MONTE RIO,CA
47180,95462,RUSSIAN RIVER,CA
47181,95462,RUSSIAN RIVER MDWS,CA
47182,94038,MOSS BEACH,CA
47183,94035,MOUNTAIN VIEW,CA
47184,94035,MOFFETT FIELD,CA
47185,94035,MOFFETT FIELD NAS,CA
47186,94039,MOUNTAIN VIEW,CA
47187,94040,MOUNTAIN VIEW,CA
47188,94040,BLOSSOM VALLEY,CA
47189,94040,MT VIEW,CA
47190,94041,MOUNTAIN VIEW,CA
47191,94042,MOUNTAIN VIEW,CA
47192,94043,MOUNTAIN VIEW,CA
47193,95554,MYERS FLAT,CA
47194,94946,NICASIO,CA
47195,95464,NICE,CA
47196,94945,NOVATO,CA
47197,94945,BLACK POINT,CA
47198,94945,SAN MARIN,CA
47199,94947,NOVATO,CA
47200,94948,NOVATO,CA
47201,94949,NOVATO,CA
47202,94949,BEL MARIN KEYES,CA
47203,94949,IGNACIO,CA
47204,94998,NOVATO,CA
47205,94998,FIREMANS FUND INS,CA
47206,95465,OCCIDENTAL,CA
47207,94950,OLEMA,CA
47208,95555,ORICK,CA
47209,95556,ORLEANS,CA
47210,95568,SOMES BAR,CA
47211,95568,SOMESBAR,CA
47212,94044,PACIFICA,CA
47213,94044,SHARP PARK,CA
47214,94301,PALO ALTO,CA
47215,94302,PALO ALTO,CA
47216,94303,PALO ALTO,CA
47217,94303,E PALO ALTO,CA
47218,94303,EAST PALO ALTO,CA
47219,94304,PALO ALTO,CA
47220,94305,STANFORD,CA
47221,94305,PALO ALTO,CA
47222,94306,PALO ALTO,CA
47223,94309,PALO ALTO,CA
47224,94309,STANFORD,CA
47225,94951,PENNGROVE,CA
47226,94060,PESCADERO,CA
47227,94952,PETALUMA,CA
47228,94952,BLOOMFIELD,CA
47229,94952,FALLON,CA
47230,94952,LAKEVILLE,CA
47231,94952,TWO ROCK RANCH STA,CA
47232,94953,PETALUMA,CA
47233,94954,PETALUMA,CA
47234,94955,PETALUMA,CA
47235,94975,PETALUMA,CA
47236,94999,PETALUMA,CA
47237,95558,PETROLIA,CA
47238,95559,PHILLIPSVILLE,CA
47239,95463,NAVARRO,CA
47240,95466,PHILO,CA
47241,95587,PIERCY,CA
47242,95468,POINT ARENA,CA
47243,95468,POINT ARENA AIR FORCE STATIO,CA
47244,94956,POINT REYES STATION,CA
47245,94956,PT REYES STA,CA
47246,95469,POTTER VALLEY,CA
47247,95569,REDCREST,CA
47248,95560,REDWAY,CA
47249,94061,REDWOOD CITY,CA
47250,94061,WOODSIDE,CA
47251,94062,REDWOOD CITY,CA
47252,94062,EMERALD HILLS,CA
47253,94062,PALOMAR PARK,CA
47254,94062,WOODSIDE,CA
47255,94063,REDWOOD CITY,CA
47256,94064,REDWOOD CITY,CA
47257,94065,REDWOOD CITY,CA
47258,95470,REDWOOD VALLEY,CA
47259,95470,REDWOOD VLY,CA
47260,95562,RIO DELL,CA
47261,94957,ROSS,CA
47262,95563,SALYER,CA
47263,95564,SAMOA,CA
47264,94960,SAN ANSELMO,CA
47265,94979,SAN ANSELMO,CA
47266,94066,SAN BRUNO,CA
47267,94070,SAN CARLOS,CA
47268,94102,SAN FRANCISCO,CA
47269,94103,SAN FRANCISCO,CA
47270,94104,SAN FRANCISCO,CA
47271,94105,SAN FRANCISCO,CA
47272,94107,SAN FRANCISCO,CA
47273,94108,SAN FRANCISCO,CA
47274,94109,SAN FRANCISCO,CA
47275,94110,SAN FRANCISCO,CA
47276,94111,SAN FRANCISCO,CA
47277,94112,SAN FRANCISCO,CA
47278,94114,SAN FRANCISCO,CA
47279,94115,SAN FRANCISCO,CA
47280,94116,SAN FRANCISCO,CA
47281,94117,SAN FRANCISCO,CA
47282,94118,SAN FRANCISCO,CA
47283,94119,SAN FRANCISCO,CA
47284,94120,SAN FRANCISCO,CA
47285,94121,SAN FRANCISCO,CA
47286,94122,SAN FRANCISCO,CA
47287,94123,SAN FRANCISCO,CA
47288,94124,SAN FRANCISCO,CA
47289,94125,SAN FRANCISCO,CA
47290,94126,SAN FRANCISCO,CA
47291,94127,SAN FRANCISCO,CA
47292,94128,SAN FRANCISCO,CA
47293,94128,SAN FRANCISCO INTNL AIRPORT,CA
47294,94129,SAN FRANCISCO,CA
47295,94129,PRESIDIO,CA
47296,94130,SAN FRANCISCO,CA
47297,94131,SAN FRANCISCO,CA
47298,94132,SAN FRANCISCO,CA
47299,94133,SAN FRANCISCO,CA
47300,94134,SAN FRANCISCO,CA
47301,94137,SAN FRANCISCO,CA
47302,94137,BANK OF AMERICA,CA
47303,94139,SAN FRANCISCO,CA
47304,94139,FIRST INTERSTATE BANK,CA
47305,94139,WELLS FARGO BANK,CA
47306,94140,SAN FRANCISCO,CA
47307,94141,SAN FRANCISCO,CA
47308,94142,SAN FRANCISCO,CA
47309,94143,SAN FRANCISCO,CA
47310,94143,UCSF,CA
47311,94144,SAN FRANCISCO,CA
47312,94144,WELLS FARGO BANK,CA
47313,94145,SAN FRANCISCO,CA
47314,94145,UNION BANK OF CALIFORNIA,CA
47315,94146,SAN FRANCISCO,CA
47316,94147,SAN FRANCISCO,CA
47317,94151,SAN FRANCISCO,CA
47318,94151,IRS,CA
47319,94151,IRS REMITTANCE,CA
47320,94153,SAN FRANCISCO,CA
47321,94153,WELLS FARGO BANK,CA
47322,94154,SAN FRANCISCO,CA
47323,94154,BANK OF AMERICA,CA
47324,94156,SAN FRANCISCO,CA
47325,94156,WELLS FARGO BANK,CA
47326,94158,SAN FRANCISCO,CA
47327,94159,SAN FRANCISCO,CA
47328,94160,SAN FRANCISCO,CA
47329,94160,BANK OF AMERICA,CA
47330,94161,SAN FRANCISCO,CA
47331,94161,BANK OF AMERICA,CA
47332,94162,SAN FRANCISCO,CA
47333,94162,WELLS FARGO BANK,CA
47334,94163,SAN FRANCISCO,CA
47335,94163,WELLS FARGO BANK,CA
47336,94164,SAN FRANCISCO,CA
47337,94171,SAN FRANCISCO,CA
47338,94171,AT & T,CA
47339,94172,SAN FRANCISCO,CA
47340,94177,SAN FRANCISCO,CA
47341,94177,PG&E,CA
47342,94188,SAN FRANCISCO,CA
47343,94963,SAN GERONIMO,CA
47344,94074,SAN GREGORIO,CA
47345,94401,SAN MATEO,CA
47346,94402,SAN MATEO,CA
47347,94403,SAN MATEO,CA
47348,94404,SAN MATEO,CA
47349,94404,FOSTER CITY,CA
47350,94497,SAN MATEO,CA
47351,94497,POSTAL DATA CENTER,CA
47352,94964,SAN QUENTIN,CA
47353,94974,SAN QUENTIN,CA
47354,94901,SAN RAFAEL,CA
47355,94901,SAN ANSELMO,CA
47356,94903,SAN RAFAEL,CA
47357,94903,MARINWOOD,CA
47358,94903,SANTA VENETIA,CA
47359,94903,TERRA LINDA,CA
47360,94904,GREENBRAE,CA
47361,94904,KENTFIELD,CA
47362,94904,KENT WOODLANDS,CA
47363,94904,SAN RAFAEL,CA
47364,94912,SAN RAFAEL,CA
47365,94913,SAN RAFAEL,CA
47366,94914,KENTFIELD,CA
47367,94914,GREENBRAE,CA
47368,94914,SAN RAFAEL,CA
47369,94915,SAN RAFAEL,CA
47370,94915,MISSION RAFAEL,CA
47371,95401,SANTA ROSA,CA
47372,95402,SANTA ROSA,CA
47373,95403,SANTA ROSA,CA
47374,95403,LARKFIELD,CA
47375,95404,SANTA ROSA,CA
47376,95405,SANTA ROSA,CA
47377,95406,SANTA ROSA,CA
47378,95407,SANTA ROSA,CA
47379,95407,ROSELAND,CA
47380,95409,SANTA ROSA,CA
47381,95409,KENWOOD,CA
47382,94965,SAUSALITO,CA
47383,94965,MUIR BEACH,CA
47384,94965,MARIN CITY,CA
47385,94966,SAUSALITO,CA
47386,95565,SCOTIA,CA
47387,95472,SEBASTOPOL,CA
47388,95472,FREESTONE,CA
47389,95473,SEBASTOPOL,CA
47390,95567,SMITH RIVER,CA
47391,95476,SONOMA,CA
47392,95476,AGUA CALIENTE,CA
47393,95476,SCHELLVILLE,CA
47394,94080,SOUTH SAN FRANCISCO,CA
47395,94080,S SAN FRAN,CA
47396,94080,S SAN FRANCISCO,CA
47397,94080,SSF,CA
47398,94083,SOUTH SAN FRANCISCO,CA
47399,94083,S SAN FRAN,CA
47400,94083,SOUTH SAN FRANCIS,CA
47401,95480,STEWARTS POINT,CA
47402,95480,STEWARTS PT,CA
47403,95480,STEWARTS POINT RANCHERIA,CA
47404,94970,STINSON BEACH,CA
47405,94085,SUNNYVALE,CA
47406,94086,SUNNYVALE,CA
47407,94087,SUNNYVALE,CA
47408,94088,SUNNYVALE,CA
47409,94088,ONIZUKA AFB,CA
47410,94089,SUNNYVALE,CA
47411,95481,TALMAGE,CA
47412,94971,TOMALES,CA
47413,95570,TRINIDAD,CA
47414,95570,WESTHAVEN,CA
47415,95418,CALPELLA,CA
47416,95418,UKIAH,CA
47417,95482,UKIAH,CA
47418,95485,UPPER LAKE,CA
47419,95493,WITTER SPRINGS,CA
47420,95493,UPPER LAKE,CA
47421,95493,WITTER SPGS,CA
47422,94972,VALLEY FORD,CA
47423,95486,VILLA GRANDE,CA
47424,95486,SHERIDAN,CA
47425,95487,VINEBURG,CA
47426,95571,WEOTT,CA
47427,95589,WHITETHORN,CA
47428,95589,SHELTER COVE,CA
47429,95429,DOS RIOS,CA
47430,95490,WILLITS,CA
47431,95573,WILLOW CREEK,CA
47432,95492,WINDSOR,CA
47433,94973,WOODACRE,CA
47434,95494,YORKVILLE,CA
47435,95595,ZENIA,CA
47436,94501,ALAMEDA,CA
47437,94501,ALAMEDA PT,CA
47438,94502,ALAMEDA,CA
47439,94507,ALAMO,CA
47440,95002,ALVISO,CA
47441,94508,ANGWIN,CA
47442,94576,DEER PARK,CA
47443,94576,ANGWIN,CA
47444,94509,ANTIOCH,CA
47445,94531,ANTIOCH,CA
47446,95001,APTOS,CA
47447,95003,APTOS,CA
47448,95003,RIO DEL MAR,CA
47449,95003,SEACLIFF,CA
47450,95003,SEASCAPE,CA
47451,95004,AROMAS,CA
47452,94510,BENICIA,CA
47453,95005,BEN LOMOND,CA
47454,94701,BERKELEY,CA
47455,94702,BERKELEY,CA
47456,94703,BERKELEY,CA
47457,94704,BERKELEY,CA
47458,94705,BERKELEY,CA
47459,94706,ALBANY,CA
47460,94706,BERKELEY,CA
47461,94706,KENSINGTON,CA
47462,94707,BERKELEY,CA
47463,94707,ALBANY,CA
47464,94707,KENSINGTON,CA
47465,94708,BERKELEY,CA
47466,94708,KENSINGTON,CA
47467,94709,BERKELEY,CA
47468,94710,BERKELEY,CA
47469,94710,ALBANY,CA
47470,94712,BERKELEY,CA
47471,94720,BERKELEY,CA
47472,94720,UC BERKELEY,CA
47473,94720,U C BERKELEY,CA
47474,94511,BETHEL ISLAND,CA
47475,93920,BIG SUR,CA
47476,93920,GORDA,CA
47477,93920,LUCIA,CA
47478,93920,PACIFIC VALLEY,CA
47479,94512,BIRDS LANDING,CA
47480,94512,SUISUN CITY,CA
47481,95006,BOULDER CREEK,CA
47482,95006,BIG BASIN,CA
47483,94513,BRENTWOOD,CA
47484,95007,BROOKDALE,CA
47485,94505,DISCOVERY BAY,CA
47486,94505,BYRON,CA
47487,94514,BYRON,CA
47488,94514,DISCOVERY BAY,CA
47489,94515,CALISTOGA,CA
47490,95008,CAMPBELL,CA
47491,95009,CAMPBELL,CA
47492,95011,CAMPBELL,CA
47493,94516,CANYON,CA
47494,95010,CAPITOLA,CA
47495,93921,CARMEL BY THE SEA,CA
47496,93921,CARMEL,CA
47497,93921,CARMEL BY THE,CA
47498,93922,CARMEL,CA
47499,93923,CARMEL,CA
47500,93923,CARMEL HIGHLANDS,CA
47501,93924,CARMEL VALLEY,CA
47502,93924,CARMEL VALLEY VILLAGE,CA
47503,93924,ROBLES DEL RIO,CA
47504,93924,TASSAJARA HOT SPRINGS,CA
47505,95012,CASTROVILLE,CA
47506,93925,CHUALAR,CA
47507,94517,CLAYTON,CA
47508,94518,CONCORD,CA
47509,94519,CONCORD,CA
47510,94520,CONCORD,CA
47511,94520,CLYDE,CA
47512,94521,CONCORD,CA
47513,94522,CONCORD,CA
47514,94523,PLEASANT HILL,CA
47515,94523,CONCORD,CA
47516,94524,CONCORD,CA
47517,94527,CONCORD,CA
47518,94529,CONCORD,CA
47519,94529,CHEVRON,CA
47520,94529,CHEVRON USA INC,CA
47521,94525,CROCKETT,CA
47522,95014,CUPERTINO,CA
47523,95014,MONTE VISTA,CA
47524,95014,PERMANENTE,CA
47525,95015,CUPERTINO,CA
47526,94506,DANVILLE,CA
47527,94506,BLACKHAWK,CA
47528,94526,DANVILLE,CA
47529,95017,DAVENPORT,CA
47530,94528,DIABLO,CA
47531,94530,EL CERRITO,CA
47532,94533,FAIRFIELD,CA
47533,94534,FAIRFIELD,CA
47534,94534,SUISUN CITY,CA
47535,94535,TRAVIS AFB,CA
47536,94535,FAIRFIELD,CA
47537,95018,FELTON,CA
47538,95018,LOMPICO,CA
47539,95019,FREEDOM,CA
47540,94536,FREMONT,CA
47541,94537,FREMONT,CA
47542,94538,FREMONT,CA
47543,94539,FREMONT,CA
47544,94555,FREMONT,CA
47545,95020,GILROY,CA
47546,95021,GILROY,CA
47547,93926,GONZALES,CA
47548,93927,GREENFIELD,CA
47549,94540,HAYWARD,CA
47550,94541,HAYWARD,CA
47551,94542,HAYWARD,CA
47552,94543,HAYWARD,CA
47553,94544,HAYWARD,CA
47554,94545,HAYWARD,CA
47555,94546,CASTRO VALLEY,CA
47556,94546,HAYWARD,CA
47557,94552,CASTRO VALLEY,CA
47558,94552,HAYWARD,CA
47559,94557,HAYWARD,CA
47560,94557,MOUNT EDEN,CA
47561,95023,HOLLISTER,CA
47562,95024,HOLLISTER,CA
47563,93928,JOLON,CA
47564,93928,FORT HUNTER LIGGETT,CA
47565,93928,FT H LIGGETT,CA
47566,93930,KING CITY,CA
47567,94548,KNIGHTSEN,CA
47568,94549,LAFAYETTE,CA
47569,94550,LIVERMORE,CA
47570,94551,LIVERMORE,CA
47571,93932,LOCKWOOD,CA
47572,95030,LOS GATOS,CA
47573,95030,MONTE SERENO,CA
47574,95031,LOS GATOS,CA
47575,95032,LOS GATOS,CA
47576,95033,LOS GATOS,CA
47577,93933,MARINA,CA
47578,94553,MARTINEZ,CA
47579,94553,BRIONES,CA
47580,94553,PACHECO,CA
47581,95035,MILPITAS,CA
47582,95036,MILPITAS,CA
47583,93940,MONTEREY,CA
47584,93940,DEL REY OAKS,CA
47585,93940,POINT SUR,CA
47586,93940,PRESIDIO OF MONTEREY,CA
47587,93942,MONTEREY,CA
47588,93943,MONTEREY,CA
47589,93944,MONTEREY,CA
